# ==============================================================================
# = this is a lyndis reference file. Lines that start with '#' like this one are
# = comments, and are ignored by lyndis. lyndis also ignores any blank lines.
# =
# = this file describes information about the base binary, such as its location
# = within the address space, what objects are available, and which regions can
# = be considered "free space".
# =
# = lyndis is very experimental: don't expect the format to be stable.
# ==============================================================================

# define where the binary (ROM) is locacted within the address space
binary 0x08000000 0x02000000

# define which regions are "free space" by default
free 0x0869B668 0x00004998
free 0x087FF0A4 0x00000F5C
free 0x08800000 0x01800000

# all existing objects (symbols)

# generated by elf2ref on 2025-03-22

fun 0x0802C161 RefreshUnitStealInventoryPanel 0x114
fun 0x0802C275 RefreshUnitRepairInventoryPanel 0x140
fun 0x0802C3B5 StartUnitHpPanel 0x14
fun 0x0802C3C9 RefreshUnitHpPanel 0x4C
fun 0x0802C415 StartUnitHpStatusPanel 0x20
fun 0x0802C435 RefreshUnitHpStatusPanel 0x74
fun 0x0802C4A9 StartUnitResChangePanel 0x14
fun 0x0802C4BD RefreshUnitResChangePanel 0x58
fun 0x0802C515 StartUnitStaffOffensePanel 0x20
fun 0x0802C535 RefreshUnitStaffOffensePanel 0x80
fun 0x0802C5B5 StartUnitRescuePanelsCore 0x30
fun 0x0802C5E5 RefreshUnitTakeRescuePanels 0x38
fun 0x0802C61D RefreshUnitRescuePanels 0xB8
fun 0x0802C6D5 RefreshUnitTakePanels 0xC4
fun 0x0802C799 StartUnitGiveRescuePanels 0x38
fun 0x0802C7D1 RefreshUnitGivePanels 0xC4
fun 0x0802C895 PutSubtitleHelpText 0x64
fun 0x0802C8F9 InitSubtitleHelpText 0xC8
fun 0x0802C9C1 SubtitleHelpDarkenerOnHBlank 0x64
fun 0x0802CA25 SubtitleHelpDarkener_Init 0x1C
fun 0x0802CA41 SubtitleHelpDarkener_FadeIn 0x18
fun 0x0802CA59 SubtitleHelpDarkener_FadeOut 0x2C
fun 0x0802CA85 SubtitleHelp_Init 0x20
fun 0x0802CAA5 SubtitleHelp_OnEnd 0x24
fun 0x0802CAC9 SubtitleHelp_Loop 0x4C
fun 0x0802CB15 StartSubtitleHelp 0x3C
fun 0x0802CB51 EndSubtitleHelp 0x10
fun 0x0802CB61 IsSubtitleHelpActive 0x18
fun 0x0802CB79 ApplyHazardHealing 0x3C
fun 0x0802CBB5 RenderMapForFogFadeIfUnitDied 0x20
fun 0x0802CBD5 BeginUnitHealAnim 0x48
fun 0x0802CC1D BeginPoisonDamageAnim 0x64
fun 0x0802CC81 BeginUnitTrapDamageAnim 0x6C
fun 0x0802CCED KillAllRedUnits_Init 0x54
fun 0x0802CD41 KillAllRedUnits_Loop 0x98
fun 0x0802CDD9 StatusHealEffect_OverlayBg_Init 0x68
fun 0x0802CE41 StatusHealEffect_OverlayBg_Loop 0x38
fun 0x0802CE79 StatusHealEffect_BlendedSprite_Init 0xAC
fun 0x0802CF25 StatusHealEffect_BlendedSprite_Loop 0x58
fun 0x0802CF7D StatusHealEffect_BlendedSprite_Finish 0x14
fun 0x0802CF91 StatusHealEffect_BlendSpriteAnim_InitIn 0x14
fun 0x0802CFA5 StatusHealEffect_BlendSpriteAnim_InitOut 0x14
fun 0x0802CFB9 StatusHealEffect_BlendSpriteAnim_Loop 0x58
fun 0x0802D011 StatusHealEffect_PalSpriteAnim_Init 0x5C
fun 0x0802D06D StatusHealEffect_PalSpriteAnim_SetOutlineIntensity 0x30
fun 0x0802D09D StatusHealEffect_PalSpriteAnim_LoopIn 0x2C
fun 0x0802D0C9 StatusHealEffect_PalSpriteAnim_LoopOut 0x2C
fun 0x0802D0F5 StatusHealEffect_Finish 0x58
fun 0x0802D14D StartStatusHealEffect 0x2C
fun 0x0802D179 TerrainHealDisplay_Init 0x30
fun 0x0802D1A9 MassEffectDisplay_Check 0x68
fun 0x0802D211 MassEffectDisplay_Watch 0x24
fun 0x0802D235 TerrainHealDisplay_Display 0x44
fun 0x0802D279 FinishDamageDisplay 0x50
fun 0x0802D2C9 TerrainHealDisplay_Next 0x4C
fun 0x0802D315 PoisonDamageDisplay_Init 0x38
fun 0x0802D34D PoisonDamageDisplay_Display 0x2C
fun 0x0802D379 PoisonDamageDisplay_Next 0x38
fun 0x0802D3B1 StatusDecayDisplay_Init 0x24
fun 0x0802D3D5 StatusDecayDisplay_Display 0x38
fun 0x0802D40D StatusDecayDisplay_Next 0x24
fun 0x0802D431 TrapDamageDisplay_Init 0x08
fun 0x0802D439 TrapDamageDisplay_Check 0x70
fun 0x0802D4A9 TrapDamageDisplay_Watch 0x30
fun 0x0802D4D9 TrapDamageDisplay_Display 0x110
fun 0x0802D5E9 TrapDamageDisplay_Next 0x50
fun 0x0802D639 GetBattlePreviewPanelSide 0x34
fun 0x0802D66D InitBattlePreviewIconPalBuf 0x88
fun 0x0802D6F5 InitBattlePreviewLabels 0x3C
fun 0x0802D731 PutBattlePreviewUnitName 0x44
fun 0x0802D775 PutBattlePreviewItemName 0x44
fun 0x0802D7B9 BattlePreviewHitCountUpdate 0x38
fun 0x0802D7F1 InitBattlePreviewBattleStats 0x108
fun 0x0802D8F9 DrawBattlePreviewContentsShort 0x1E8
fun 0x0802DAE1 DrawBattlePreviewContentsLong 0x21C
fun 0x0802DCFD DrawBattlePreviewContents 0x3C
fun 0x0802DD39 GetFactionBattlePreviewFramePalette 0x38
fun 0x0802DD71 InitBattlePreviewFramePalettes 0x50
fun 0x0802DDC1 BattlePreview_Init 0x90
fun 0x0802DE51 BattlePreview_OnEnd 0x10
fun 0x0802DE61 PutBattlePreviewTilemaps 0x7C
fun 0x0802DEDD PutBattlePreviewWtArrows 0xA4
fun 0x0802DF81 PutBattlePreviewMultipliers 0x9C
fun 0x0802E01D UpdateBattlePreviewEffectivenessPalettes 0x74
fun 0x0802E091 BattlePreview_LoopDisplay 0x6C
fun 0x0802E0FD BattlePreview_OnNewBattle 0x44
fun 0x0802E141 BattlePreview_LoopSlideIn 0xE4
fun 0x0802E225 BattlePreview_LoopSlideOut 0xE4
fun 0x0802E309 StartBattlePreview 0x64
fun 0x0802E36D UpdateBattlePreviewContents 0x28
fun 0x0802E395 CloseBattlePreview 0x3C
fun 0x0802E3D1 StartBattlePreviewHelpBox 0x6C
fun 0x0802E43D func_fe6_0802E43C 0x24
fun 0x0802E461 HelpBoxPopulateBattlePreviewAdvantageA 0x30
fun 0x0802E491 HelpBoxPopulateBattlePreviewAdvantageB 0x30
fun 0x0802E4C1 AiPhase_Begin 0x6C
fun 0x0802E52D AiPhase_Berserk_Begin 0x60
fun 0x0802E58D AiPhase_Finish 0x10
fun 0x0802E59D AiOrder_Main 0x28
fun 0x0802E5C5 AiOrder_Berserk_Init 0xAC
fun 0x0802E671 AiOrder_Init 0x40
fun 0x0802E6B1 GetUnitBattleAiScore 0xA0
fun 0x0802E751 GetUnitAiScore 0x78
fun 0x0802E7C9 BuildAiUnitList 0xA0
fun 0x0802E869 SortAiUnitList 0x6C
fun 0x0802E8D5 AiOrder_End 0x0C
fun 0x0802E8E1 AiDecide_Suspend 0x34
fun 0x0802E915 AiDecide_NextUnit 0xFC
fun 0x0802EA11 AiClearDecision 0x20
fun 0x0802EA31 AiSetDecision 0x44
fun 0x0802EA75 AiUpdateDecision 0x48
fun 0x0802EABD AiDecideAll 0x64
fun 0x0802EB21 AiDecideHealOrEscape 0xB0
fun 0x0802EBD1 AiDecideSpecialItems 0x1C
fun 0x0802EBED AiDecideScriptA 0x38
fun 0x0802EC25 AiDecideScriptB 0x38
fun 0x0802EC5D AiActionCursor_Idle 0x44
fun 0x0802ECA1 AiStartActionCursor 0x28
fun 0x0802ECC9 AiPerform_WatchUnit 0xA0
fun 0x0802ED69 AiPerform_StartMovement 0x5C
fun 0x0802EDC5 AiEndMuAndRefreshUnits 0x90
fun 0x0802EE55 AiStartCombatAction 0x8C
fun 0x0802EEE1 AiStartEscapeAction 0x40
fun 0x0802EF21 AiStartStealAction 0x4C
fun 0x0802EF6D AiPillageAction 0x88
fun 0x0802EFF5 AiStaffAction 0x38
fun 0x0802F02D AiUseItemAction 0x34
fun 0x0802F061 AiRefreshAction 0x04
fun 0x0802F065 AiTalkAction 0x44
fun 0x0802F0A9 AiPerform_WatchTarget 0x88
fun 0x0802F131 AiPerform_StartAction 0xB0
fun 0x0802F1E1 AiPerform_WaitAction 0x2C
fun 0x0802F20D AiPerform_Cleanup 0x34
fun 0x0802F241 AiDummyAction 0x04
fun 0x0802F245 AiEscapeAction 0x24
fun 0x0802F269 AiWaitAndClearScreenAction 0x34
fun 0x0802F29D AiPerform_EquipBest 0x4C
fun 0x0802F2E9 AiCompare 0x64
fun 0x0802F34D AiFindTargetInReachByPid 0xE4
fun 0x0802F431 AiFindTargetInReachByJid 0x98
fun 0x0802F4C9 AiFindTargetInReachByFunc 0x118
fun 0x0802F5E1 AiRandomMove 0xE0
fun 0x0802F6C1 AiReachesByBirdsEyeDistance 0x54
fun 0x0802F715 AiCouldReachByBirdsEyeDistance 0x68
fun 0x0802F77D AiIsInShortList 0x1C
fun 0x0802F799 AiIsInByteList 0x1C
fun 0x0802F7B5 AiFindClosestTerrainPosition 0x104
fun 0x0802F8B9 AiGetPositionRange 0x58
fun 0x0802F911 AiFindClosestTerrainAdjacentPosition 0x148
fun 0x0802FA59 AiFindClosestUnlockPosition 0x234
fun 0x0802FC8D AiCountUnitsInRange 0x74
fun 0x0802FD01 AiCountEnemyUnitsInRange 0x7C
fun 0x0802FD7D AiCountAlliedUnitsInRange 0x7C
fun 0x0802FDF9 AiCountNearbyUnits 0x8C
fun 0x0802FE85 AiCountNearbyEnemyUnits 0x9C
fun 0x0802FF21 AiCountNearbyAlliedUnits 0xA0
fun 0x0802FFC1 AiMakeMoveRangeMapsForUnitAndWeapon 0xA0
fun 0x08030061 AiMakeMoveRangeUnitPowerMaps 0x80
fun 0x080300E1 AiMakeMoveRangeMapsForUnitAndWeapon2 0xA0
fun 0x08030181 AiFindBestAdjacentPositionByFunc 0x7C
fun 0x080301FD AiGetItemStealRank 0x34
fun 0x08030231 AiGetUnitStealItemSlot 0x40
fun 0x08030271 AiFindSafestReachableLocation 0xF4
fun 0x08030365 AiFindPillageLocation 0x94
fun 0x080303F9 AiGetChestUnlockItemSlot 0x74
fun 0x0803046D AiTryMoveTowards 0x1E8
fun 0x08030655 AiGetUnitClosestValidPosition 0x148
fun 0x0803079D AiGetJobRank 0x38
fun 0x080307D5 AiUnitWithPidExists 0x48
fun 0x0803081D AiIsWithinRectDistance 0x44
fun 0x08030861 AiLocationIsPillageTarget 0x50
fun 0x080308B1 func_fe6_080308B0 0xB8
fun 0x08030969 func_fe6_08030968 0x2C
fun 0x08030995 func_fe6_08030994 0x4C
fun 0x080309E1 func_fe6_080309E0 0xA4
fun 0x08030A85 UnitInitAiFromInfo 0x30
fun 0x08030AB5 AiFindGoodMovePositionWithinRange 0xE0
fun 0x08030B95 func_fe6_08030B94 0x48
fun 0x08030BDD func_fe6_08030BDC 0x9C
fun 0x08030C79 AiUnitHasAnyStaff 0x44
fun 0x08030CBD AiStayAwareMapFlood_UpToMove 0x2C
fun 0x08030CE9 AiTryExecScriptA 0x54
fun 0x08030D3D AiExecFallbackScriptA 0x3C
fun 0x08030D79 AiTryExecScriptB 0x54
fun 0x08030DCD AiExecFallbackScriptB 0x3C
fun 0x08030E09 AiDoExecScript 0x6C
fun 0x08030E75 AiCmd_Conditional 0xA4
fun 0x08030F19 AiCmd_CallFunc 0x30
fun 0x08030F49 AiCmd_SetAi 0x70
fun 0x08030FB9 AiCmd_Goto 0x8C
fun 0x08031045 AiIsUnitEnemy 0x30
fun 0x08031075 AiIsUnitNonActive 0x14
fun 0x08031089 AiIsUnitEnemyAndNotInScrList 0x48
fun 0x080310D1 AiIsUnitEnemyOrInScrList 0x48
fun 0x08031119 AiIsUnitEnemyAndScrPid 0x40
fun 0x08031159 AiIsUnitEnemyAndScrJid 0x40
fun 0x08031199 AiCmd_ActionOnPid 0x98
fun 0x08031231 AiCmd_Action 0x70
fun 0x080312A1 AiCmd_Nop 0x08
fun 0x080312A9 AiCmd_ActionInPlace 0x60
fun 0x08031309 AiCmd_ActionOnJid 0x50
fun 0x08031359 AiCmd_StaffAction 0x1C
fun 0x08031375 AiCmd_StaffAction2 0x1C
fun 0x08031391 AiCmd_StaffAction3 0x1C
fun 0x080313AD AiCmd_MoveTowards 0x4C
fun 0x080313F9 AiCmd_MoveTowardsPid 0xC0
fun 0x080314B9 AiCmd_Nop_080314B8 0x08
fun 0x080314C1 AiCmd_MoveTowardsJid 0x44
fun 0x08031505 AiCmd_Pillage 0xF8
fun 0x080315FD AiCmd_MoveToSafety 0x44
fun 0x08031641 AiCmd_MoveToEnemy 0x80
fun 0x080316C1 AiCmd_MoveToEnemy2 0x80
fun 0x08031741 AiCmd_Nop_08031740 0x08
fun 0x08031749 AiCmd_Nop_08031748 0x08
fun 0x08031751 AiCmd_MoveRandom 0x14
fun 0x08031765 AiCmd_Escape 0x24
fun 0x08031789 AiCmd_Nop_08031788 0x08
fun 0x08031791 AiCmd_MoveTowardsTerrain 0x78
fun 0x08031809 AiCmd_MoveTowardsListedTerrain 0x78
fun 0x08031881 AiCmd_Label 0x14
fun 0x08031895 AiDoBerserkAction 0x20
fun 0x080318B5 AiDoBerserkMove 0x38
fun 0x080318ED func_fe6_080318EC 0x04
fun 0x080318F1 func_fe6_080318F0 0x10
fun 0x08031901 AiAttemptOffensiveAction 0x1D8
fun 0x08031AD9 AiAttemptCombatWithinMovement 0x150
fun 0x08031C29 AiFillReversedAttackRangeMap 0x54
fun 0x08031C7D AiFloodMovementAndRange 0xC4
fun 0x08031D41 AiAttemptBallistaCombat 0x18C
fun 0x08031ECD AiAttemptStealAction_GetMovementAt 0x58
fun 0x08031F25 AiAttemptStealActionWithinMovement 0x148
fun 0x0803206D AiSimulateBestBattleAgainstTarget 0xC0
fun 0x0803212D AiSimulateBestBallistaBattleAgainstTarget 0xD4
fun 0x08032201 AiGetCombatPositionScore 0x68
fun 0x08032269 AiIsBadFight 0x44
fun 0x080322AD AiSimulateBattleAgainstTargetAtPosition 0x6C
fun 0x08032319 AiGetDamageDealtCombatScoreComponent 0x60
fun 0x08032379 AiGetOpponentLowHpScoreComponent 0x24
fun 0x0803239D AiGetFriendZoneCombatScoreComponent 0xA4
fun 0x08032441 AiGetTargetJobCombatScoreComponent 0x34
fun 0x08032475 AiGetTurnCombatScoreComponent 0x18
fun 0x0803248D AiGetDamageTakenScoreComponent 0x60
fun 0x080324ED AiGetDangerScoreComponent 0x38
fun 0x08032525 AiGetLowHpScoreComponent 0x24
fun 0x08032549 AiComputeCombatScore 0x74
fun 0x080325BD AiGetInRangeCombatPositionScoreComponent 0x50
fun 0x0803260D AiGetTerrainCombatPositionScoreComponent 0x40
fun 0x0803264D AiGetFriendZoneCombatPositionScoreComponent 0x78
fun 0x080326C5 AiRefreshDangerMap 0x2C
fun 0x080326F1 AiFillDangerMap 0x124
fun 0x08032815 AiCheckDangerAt 0x24
fun 0x08032839 AiTryGetNearestHealPoint 0x1D0
fun 0x08032A09 AiUpdateUnitsSeekHealing 0x58
fun 0x08032A61 AiUpdateUnitSeeksHealing 0x80
fun 0x08032AE1 AiTryHealSelf 0xA4
fun 0x08032B85 AiTryMoveTowardsEscape 0xA8
fun 0x08032C2D AiGetNearestEscapePoint 0x88
fun 0x08032CB5 AiCanEquip 0x34
fun 0x08032CE9 AiEquipGetFlags 0x10C
fun 0x08032DF5 AiEquipGetDanger 0x154
fun 0x08032F49 AiEquipBestMatch 0x4C
fun 0x08032F95 AiEquipBestConsideringDanger 0x28
fun 0x08032FBD AiUpdateUnitFlagsFromStaff 0x38
fun 0x08032FF5 AiIsWithinFlyingDistance 0x44
fun 0x08033039 AiGetUnitAttackAndWeapon 0x2C
fun 0x08033065 AiTryRefreshOrStealAfterMove 0x2C
fun 0x08033091 AiTryActionAfterMove 0x38
fun 0x080330C9 AiTryRefreshAt 0x124
fun 0x080331ED AiTryStealAt 0x64
fun 0x08033251 AiTryCombatAt 0x130
fun 0x08033381 AiFunc_CountEnemiesInRange_IsEnemyAt 0x30
fun 0x080333B1 AiFunc_CountEnemiesInRange 0x144
fun 0x080334F5 AiFunc_080334F4 0x1BC
fun 0x080336B1 AiFunc_GetCounter 0x1C
fun 0x080336CD func_fe6_080336CC 0x30
fun 0x080336FD func_fe6_080336FC 0x30
fun 0x0803372D func_fe6_0803372C 0x88
fun 0x080337B5 func_fe6_080337B4 0x70
fun 0x08033825 AiFunc_IsInArea 0x44
fun 0x08033869 AiFunc_DecideTalk 0x30
fun 0x08033899 func_fe6_08033898 0xC4
fun 0x0803395D func_fe6_0803395C 0x3C
fun 0x08033999 func_fe6_08033998 0x60
fun 0x080339F9 AiIsUnitEnemyCmdResult 0x38
fun 0x08033A31 AiIsUnitEnemyOnTheWayToCmdResult 0x74
fun 0x08033AA5 AiFunc_AttackCmdResult 0x60
fun 0x08033B05 AiFunc_08033B04 0x4C
fun 0x08033B51 AiFunc_08033B50 0x4C
fun 0x08033B9D AiGetStaffAttemptId 0x68
fun 0x08033C05 AiAttemptStaffAction 0x88
fun 0x08033C8D AiGetReachableAdjacentPosition 0xD0
fun 0x08033D5D AiAttemptHealStaff 0x170
fun 0x08033ECD AiAttemptRangedHealStaff 0x1C8
fun 0x08034095 AiAttemptFortifyStaff 0xE4
fun 0x08034179 AiAttemptWarpStaff 0x14C
fun 0x080342C5 AiAttemptRestoreStaff 0x13C
fun 0x08034401 AiIsUnitArmed 0x58
fun 0x08034459 AiGetSilenceStaffTargetScore 0x54
fun 0x080344AD AiAttemptSilenceStaff 0x180
fun 0x0803462D AiAttemptOffensiveStaff 0x178
fun 0x080347A5 AiAttemptBarrierStaff 0x138
fun 0x080348DD AiGetGoodWarpPosition 0x184
fun 0x08034A61 AiGetConsumableAttemptId 0x68
fun 0x08034AC9 AiAttemptConsumableAction 0x90
fun 0x08034B59 AiAttemptDoorKey 0x98
fun 0x08034BF1 AiAttemptLockpick 0xD0
fun 0x08034CC1 AiAttemptAntitoxin 0x68
fun 0x08034D29 AiGetRangeAt 0x58
fun 0x08034D81 AiFindGoodDoorKeyUsePosition 0x54
fun 0x08034DD5 AiFindGoodChestKeyUsePosition 0x28
fun 0x08034DFD AiFindGoodLockpickUsePosition 0xA0
fun 0x08034E9D AiSetWorkingMovTableIgnoringWalls 0x38
fun 0x08034ED5 AiSetWorkingMovTableIgnoringTerrain 0x30
fun 0x08034F05 AiMapFlood 0x30
fun 0x08034F35 AiMapFloodRange 0x30
fun 0x08034F65 AiMapFlood_NoWall 0x30
fun 0x08034F95 AiMapFlood_NoWall_Pass 0x30
fun 0x08034FC5 AiMapFloodRange_NoDoors 0x34
fun 0x08034FF9 AiMapFloodRange_NoDoors_Pass 0x30
fun 0x08035029 AiMapFloodRange_UpToMove 0x3C
fun 0x08035065 AiUpdateStayFlag 0x34
fun 0x08035099 AiMapFloodRangeFrom 0x30
fun 0x080350C9 func_fe6_080350C8 0x00
fun 0x080351E5 func_fe6_080351E4 0x00
fun 0x080351F5 func_fe6_080351F4 0x00
fun 0x0803522D func_fe6_0803522C 0x00
fun 0x080353AD func_fe6_080353AC 0x00
fun 0x08035415 func_fe6_08035414 0x00
fun 0x08035491 func_fe6_08035490 0x00
fun 0x080354F1 func_fe6_080354F0 0x00
fun 0x08035735 func_fe6_08035734 0x00
fun 0x08035881 func_fe6_08035880 0x00
fun 0x080358A5 func_fe6_080358A4 0x00
fun 0x080358DD func_fe6_080358DC 0x00
fun 0x08035C55 func_fe6_08035C54 0x00
fun 0x08035C59 func_fe6_08035C58 0x00
fun 0x08035C85 func_fe6_08035C84 0x00
fun 0x08035CB1 func_fe6_08035CB0 0x00
fun 0x08035CD5 func_fe6_08035CD4 0x00
fun 0x08035CF9 func_fe6_08035CF8 0x00
fun 0x08035D4D func_fe6_08035D4C 0x00
fun 0x08035D7D func_fe6_08035D7C 0x00
fun 0x08035DC9 func_fe6_08035DC8 0x00
fun 0x08035EC1 func_fe6_08035EC0 0x00
fun 0x08036079 func_fe6_08036078 0x00
fun 0x080360C5 func_fe6_080360C4 0x00
fun 0x08036131 func_fe6_08036130 0x00
fun 0x080361A5 func_fe6_080361A4 0x00
fun 0x08036209 func_fe6_08036208 0x00
fun 0x080362B1 func_fe6_080362B0 0x00
fun 0x08036441 func_fe6_08036440 0x00
fun 0x08036495 func_fe6_08036494 0x00
fun 0x080364A5 func_fe6_080364A4 0x00
fun 0x08036519 func_fe6_08036518 0x00
fun 0x08036591 func_fe6_08036590 0x00
fun 0x08036609 func_fe6_08036608 0x00
fun 0x0803661D func_fe6_0803661C 0x00
fun 0x0803667D func_fe6_0803667C 0x00
fun 0x080366ED func_fe6_080366EC 0x00
fun 0x08036715 func_fe6_08036714 0x00
fun 0x08036759 func_fe6_08036758 0x00
fun 0x08036805 func_fe6_08036804 0x00
fun 0x08036885 func_fe6_08036884 0x00
fun 0x080368B1 func_fe6_080368B0 0x00
fun 0x080368DD func_fe6_080368DC 0x00
fun 0x080368F9 func_fe6_080368F8 0x00
fun 0x08036919 func_fe6_08036918 0x00
fun 0x08036965 func_fe6_08036964 0x00
fun 0x08036975 func_fe6_08036974 0x00
fun 0x08036985 func_fe6_08036984 0x00
fun 0x08036995 func_fe6_08036994 0x00
fun 0x080369A1 func_fe6_080369A0 0x00
fun 0x080369E1 func_fe6_080369E0 0x00
fun 0x08036A41 func_fe6_08036A40 0x00
fun 0x08036A55 func_fe6_08036A54 0x00
fun 0x08036A81 func_fe6_08036A80 0x00
fun 0x08036A95 func_fe6_08036A94 0x00
fun 0x08036ADD func_fe6_08036ADC 0x00
fun 0x08036AF9 func_fe6_08036AF8 0x00
fun 0x08036B29 func_fe6_08036B28 0x00
fun 0x08036B39 func_fe6_08036B38 0x00
fun 0x08036B41 func_fe6_08036B40 0x00
fun 0x08036B99 func_fe6_08036B98 0x00
fun 0x08036BFD func_fe6_08036BFC 0x00
fun 0x08036C61 func_fe6_08036C60 0x00
fun 0x08036CB1 func_fe6_08036CB0 0x00
fun 0x08036D09 func_fe6_08036D08 0x00
fun 0x08036D3D func_fe6_08036D3C 0x00
fun 0x08036D61 func_fe6_08036D60 0x00
fun 0x08036DED func_fe6_08036DEC 0x00
fun 0x08036E01 func_fe6_08036E00 0x00
fun 0x08036E15 func_fe6_08036E14 0x00
fun 0x08036E51 func_fe6_08036E50 0x00
fun 0x08036E89 func_fe6_08036E88 0x00
fun 0x08036EB5 func_fe6_08036EB4 0x00
fun 0x08036FA9 func_fe6_08036FA8 0x00
fun 0x08037021 func_fe6_08037020 0x00
fun 0x0803703D func_fe6_0803703C 0x00
fun 0x080370E5 func_fe6_080370E4 0x00
fun 0x080371B5 func_fe6_080371B4 0x00
fun 0x080372B1 func_fe6_080372B0 0x00
fun 0x080373A5 func_fe6_080373A4 0x00
fun 0x080373E1 func_fe6_080373E0 0x00
fun 0x08037601 func_fe6_08037600 0x00
fun 0x08037665 func_fe6_08037664 0x00
fun 0x080377E9 func_fe6_080377E8 0x00
fun 0x0803782D func_fe6_0803782C 0x00
fun 0x0803784D func_fe6_0803784C 0x00
fun 0x08037879 func_fe6_08037878 0x00
fun 0x08037D75 func_fe6_08037D74 0x00
fun 0x08037D8D func_fe6_08037D8C 0x00
fun 0x08037E15 func_fe6_08037E14 0x00
fun 0x08037EA1 func_fe6_08037EA0 0x00
fun 0x08037F05 func_fe6_08037F04 0x00
fun 0x08038005 func_fe6_08038004 0x00
fun 0x0803802D func_fe6_0803802C 0x00
fun 0x08038041 func_fe6_08038040 0x00
fun 0x0803812D func_fe6_0803812C 0x00
fun 0x08038161 func_fe6_08038160 0x00
fun 0x080382A1 func_fe6_080382A0 0x00
fun 0x08038325 func_fe6_08038324 0x00
fun 0x08038381 func_fe6_08038380 0x00
fun 0x080383F9 func_fe6_080383F8 0x00
fun 0x08038455 func_fe6_08038454 0x00
fun 0x0803848D func_fe6_0803848C 0x00
fun 0x0803858D func_fe6_0803858C 0x00
fun 0x080387BD func_fe6_080387BC 0x00
fun 0x0803882D func_fe6_0803882C 0x00
fun 0x0803888D func_fe6_0803888C 0x00
fun 0x080388A5 func_fe6_080388A4 0x00
fun 0x080388E5 func_fe6_080388E4 0x00
fun 0x08038911 func_fe6_08038910 0x00
fun 0x08038955 func_fe6_08038954 0x00
fun 0x08038991 func_fe6_08038990 0x00
fun 0x08038A79 func_fe6_08038A78 0x00
fun 0x08038AA5 func_fe6_08038AA4 0x00
fun 0x08038C05 func_fe6_08038C04 0x00
fun 0x08038D15 func_fe6_08038D14 0x00
fun 0x08038D65 func_fe6_08038D64 0x00
fun 0x08038DED func_fe6_08038DEC 0x00
fun 0x08038E91 func_fe6_08038E90 0x00
fun 0x08038EC1 func_fe6_08038EC0 0x00
fun 0x08039085 func_fe6_08039084 0x00
fun 0x0803912D func_fe6_0803912C 0x00
fun 0x08039179 func_fe6_08039178 0x00
fun 0x080391B1 func_fe6_080391B0 0x00
fun 0x080391C1 func_fe6_080391C0 0x00
fun 0x080392F5 func_fe6_080392F4 0x00
fun 0x08039389 func_fe6_08039388 0x00
fun 0x080394A9 func_fe6_080394A8 0x00
fun 0x080394BD func_fe6_080394BC 0x00
fun 0x080394FD func_fe6_080394FC 0x00
fun 0x08039551 func_fe6_08039550 0x00
fun 0x08039575 func_fe6_08039574 0x00
fun 0x08039581 func_fe6_08039580 0x00
fun 0x08039651 func_fe6_08039650 0x00
fun 0x080397AD func_fe6_080397AC 0x00
fun 0x080397F5 func_fe6_080397F4 0x00
fun 0x08039A1D func_fe6_08039A1C 0x00
fun 0x08039ABD func_fe6_08039ABC 0x00
fun 0x08039B5D func_fe6_08039B5C 0x00
fun 0x08039C31 func_fe6_08039C30 0x00
fun 0x08039CE1 func_fe6_08039CE0 0x00
fun 0x08039CFD func_fe6_08039CFC 0x00
fun 0x08039D35 func_fe6_08039D34 0x00
fun 0x08039E05 func_fe6_08039E04 0x00
fun 0x08039F85 func_fe6_08039F84 0x00
fun 0x0803A029 func_fe6_0803A028 0x00
fun 0x0803A08D func_fe6_0803A08C 0x00
fun 0x0803A1E5 func_fe6_0803A1E4 0x00
fun 0x0803A1F1 func_fe6_0803A1F0 0x00
fun 0x0803A1FD func_fe6_0803A1FC 0x00
fun 0x0803A469 func_fe6_0803A468 0x00
fun 0x0803A4F5 func_fe6_0803A4F4 0x00
fun 0x0803A571 func_fe6_0803A570 0x00
fun 0x0803A5AD func_fe6_0803A5AC 0x00
fun 0x0803A5C9 func_fe6_0803A5C8 0x00
fun 0x0803A5E5 func_fe6_0803A5E4 0x00
fun 0x0803A605 func_fe6_0803A604 0x00
fun 0x0803A641 func_fe6_0803A640 0x00
fun 0x0803A681 func_fe6_0803A680 0x00
fun 0x0803A6BD func_fe6_0803A6BC 0x00
fun 0x0803A749 func_fe6_0803A748 0x00
fun 0x0803A7E9 func_fe6_0803A7E8 0x00
fun 0x0803A9FD func_fe6_0803A9FC 0x00
fun 0x0803AAF9 func_fe6_0803AAF8 0x00
fun 0x0803AB11 func_fe6_0803AB10 0x00
fun 0x0803AD75 func_fe6_0803AD74 0x00
fun 0x0803AE31 func_fe6_0803AE30 0x00
fun 0x0803AE59 func_fe6_0803AE58 0x00
fun 0x0803AE71 func_fe6_0803AE70 0x00
fun 0x0803AE91 func_fe6_0803AE90 0x00
fun 0x0803AED1 func_fe6_0803AED0 0x00
fun 0x0803AF7D func_fe6_0803AF7C 0x00
fun 0x0803B11D func_fe6_0803B11C 0x00
fun 0x0803B249 func_fe6_0803B248 0x00
fun 0x0803B2AD func_fe6_0803B2AC 0x00
fun 0x0803B2DD func_fe6_0803B2DC 0x00
fun 0x0803B31D func_fe6_0803B31C 0x00
fun 0x0803B45D func_fe6_0803B45C 0x00
